contributors,coordinates,coordinates.coordinates,coordinates.type,created_at,display_text_range,entities.hashtags,entities.media,entities.symbols,entities.urls,entities.user_mentions,extended_entities.media,extended_tweet.display_text_range,extended_tweet.entities.hashtags,extended_tweet.entities.media,extended_tweet.entities.symbols,extended_tweet.entities.urls,extended_tweet.entities.user_mentions,extended_tweet.extended_entities.media,extended_tweet.full_text,favorite_count,favorited,filter_level,geo,geo.coordinates,geo.type,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,place.bounding_box.coordinates,place.bounding_box.type,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,possibly_sensitive,quoted_status.contributors,quoted_status.coordinates,quoted_status.created_at,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.media,quoted_status.entities.symbols,quoted_status.entities.urls,quoted_status.entities.user_mentions,quoted_status.extended_entities.media,quoted_status.extended_tweet.display_text_range,quoted_status.extended_tweet.entities.hashtags,quoted_status.extended_tweet.entities.media,quoted_status.extended_tweet.entities.symbols,quoted_status.extended_tweet.entities.urls,quoted_status.extended_tweet.entities.user_mentions,quoted_status.extended_tweet.extended_entities.media,quoted_status.extended_tweet.full_text,quoted_status.favorite_count,quoted_status.favorited,quoted_status.filter_level,quoted_status.geo,quoted_status.id,quoted_status.id_str,quoted_status.in_reply_to_screen_name,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.is_quote_status,quoted_status.lang,quoted_status.place,quoted_status.place.bounding_box.coordinates,quoted_status.place.bounding_box.type,quoted_status.place.country,quoted_status.place.country_code,quoted_status.place.full_name,quoted_status.place.id,quoted_status.place.name,quoted_status.place.place_type,quoted_status.place.url,quoted_status.possibly_sensitive,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.retweet_count,quoted_status.retweeted,quoted_status.source,quoted_status.text,quoted_status.truncated,quoted_status.user.contributors_enabled,quoted_status.user.created_at,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.description,quoted_status.user.favourites_count,quoted_status.user.follow_request_sent,quoted_status.user.followers_count,quoted_status.user.following,quoted_status.user.friends_count,quoted_status.user.geo_enabled,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.is_translator,quoted_status.user.lang,quoted_status.user.listed_count,quoted_status.user.location,quoted_status.user.name,quoted_status.user.notifications,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_banner_url,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.protected,quoted_status.user.screen_name,quoted_status.user.statuses_count,quoted_status.user.time_zone,quoted_status.user.url,quoted_status.user.utc_offset,quoted_status.user.verified,quoted_status_id,quoted_status_id_str,retweet_count,retweeted,source,text,timestamp_ms,truncated,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.id,user.id_str,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.url,user.utc_offset,user.verified,bounding_box.SWcorner,bounding_box.SWcorner_rg,reversegeocode_results,city,state,county,city_use,count,citystate,timestamp,local_time_nice,hour
,,,,Sun Jul 02 00:00:29 +0000 2017,,[],,[],[],"[{'screen_name': 'ProfOsinbajo', 'name': 'Prof Yemi Osinbajo', 'id': 2914442873, 'id_str': '2914442873', 'indices': [0, 13]}]",,,,,,,,,,0,False,low,,,,881301512990982148,881301512990982148,ProfOsinbajo,,,2914442873.0,2914442873,False,en,,"[[[7.356623, 10.425262], [7.356623, 10.597228], [7.488022, 10.597228], [7.488022, 10.425262]]]",Polygon,Nigeria,NG,"Kaduna, Nigeria",006c6743642cb09c,Kaduna,city,https://api.twitter.com/1.1/geo/id/006c6743642cb09c.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ProfOsinbajo giving N450m fund to Nollywood might be laudable Nigeria has other disadvantaged professions D legal profession is one of such,1498953629144,False,False,Mon Apr 12 07:48:39 +0000 2010,True,False,"Nigerian, Lawyer. Entrepreneur,  and philanthropist. Gunners 4 life..",61,,407,,393,True,132094222,132094222,False,en,2,"Lagos, Nigeria.",Yomi Dada,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/817996082525376512/isEuHlMR_normal.jpg,https://pbs.twimg.com/profile_images/817996082525376512/isEuHlMR_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,yomidada,2658,,,,False,"[7.356623, 10.425262]","(10.425262, 7.356623)","OrderedDict([('lat', '10.4714'), ('lon', '7.41026'), ('name', 'Makera'), ('admin1', 'Kaduna'), ('admin2', ''), ('cc', 'NG')])",Makera,Kaduna,,Kaduna,1,"Kaduna, Kaduna",2017-07-02 00:00:29.144,2017-07-02 01:00:29.144000+01:00,2017-07-02 01
,,,,Sun Jul 02 00:00:44 +0000 2017,"[16, 140]",[],,[],"[{'url': 'https://t.co/CxRD4VKyG2', 'expanded_url': 'https://twitter.com/i/web/status/881301576647794688', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]","[{'screen_name': 'janbari_hikari', 'name': '虹ひかり💋', 'id': 832489468636454913, 'id_str': '832489468636454913', 'indices': [0, 15]}]",,"[16, 156]",[],,[],[],"[{'screen_name': 'janbari_hikari', 'name': '虹ひかり💋', 'id': 832489468636454913, 'id_str': '832489468636454913', 'indices': [0, 15]}]",,"@janbari_hikari ひかりん🌈おはザエル☀️↗️(≧∀≦×)↗️
気温も黄７も右上がりでごザエル😝
うん(*ﾟ∀ﾟ)*｡_｡)とても質のよい笑いができた😝ﾔｯﾀ
今日は娘の買い物に付き合ってやるか(内心ｳｽﾞｳｽﾞしてる)…しゃーなしやな！(内心カーニバル状態💃)笑
寝へんやろ！打ちに行くんやろ！笑",0,False,low,,,,881301576647794688,881301576647794688,janbari_hikari,8.812855054002954e+17,881285505400295425,8.324894686364549e+17,832489468636454913,False,ja,,"[[[135.557106, 34.632317], [135.557106, 34.704087], [135.678969, 34.704087], [135.678969, 34.632317]]]",Polygon,日本,JP,大阪 東大阪市,dd569ee63558d3f9,東大阪市,city,https://api.twitter.com/1.1/geo/id/dd569ee63558d3f9.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@janbari_hikari ひかりん🌈おはザエル☀️↗️(≧∀≦×)↗️気温も黄７も右上がりでごザエル😝うん(*ﾟ∀ﾟ)*｡_｡)とても質のよい笑いができた😝ﾔｯﾀ今日は娘の買い物に付き合ってやるか(内心ｳｽﾞｳｽﾞして… https://t.co/CxRD4VKyG2,1498953644321,True,False,Sat Nov 01 17:19:58 +0000 2014,True,False,ジャンバリ．ＴＶ J-girlsの虹 ひかり💋さん推し(≧∀≦×)Ъ応援してます‼️,1082,,42,,32,True,2886517674,2886517674,False,ja,0,大阪,和ぴょん＠お笑い隊長💃,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2886517674/1498918005,http://pbs.twimg.com/profile_images/881152088994009088/ynlhWUnK_normal.jpg,https://pbs.twimg.com/profile_images/881152088994009088/ynlhWUnK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,kingkazu021547,492,,,,False,"[135.557106, 34.632317]","(34.632317, 135.557106)","OrderedDict([('lat', '34.61667'), ('lon', '135.6'), ('name', 'Yao'), ('admin1', 'Osaka'), ('admin2', ''), ('cc', 'JP')])",Yao,Osaka,,東大阪市,1,"東大阪市, Osaka",2017-07-02 00:00:44.321,2017-07-02 09:00:44.321000+09:00,2017-07-02 09
,,,,Sun Jul 02 00:03:31 +0000 2017,,[],,[],[],[],,,,,,,,,,0,False,low,,,,881302275838423040,881302275838423040,,,,,,False,es,,"[[[-63.39386, -41.035009], [-63.39386, -33.260144], [-56.665836, -33.260144], [-56.665836, -41.035009]]]",Polygon,Argentina,AR,"Buenos Aires, Argentina",4afa2757051c5192,Buenos Aires,admin,https://api.twitter.com/1.1/geo/id/4afa2757051c5192.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sinba esta re enamorada, es el único macho que le duro mucho y seguro la dejo por estar más pendiente de flor que de el 😂😂😂😂😂",1498953811021,False,False,Fri Sep 09 00:09:14 +0000 2016,True,False,"Mujer Bonit Es La Qé Lucha,Y X Lucharla Tuvo Recompensa,Tricampeona Absoluta De Cbt,CAMPEONA De Show Match,Chica del Verano/Revelación/Redes/Abracadabra/QVATL🎬",4672,,1059,,442,True,774036906892005376,774036906892005376,False,es,6,,Yanni Vignista 💛 🙏,,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/774036906892005376/1489634799,http://pbs.twimg.com/profile_images/874312452896436224/LQrJRKHc_normal.jpg,https://pbs.twimg.com/profile_images/874312452896436224/LQrJRKHc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,FGV_tricampeona,52546,,,,False,"[-63.39386, -41.035009]","(-41.035009, -63.39386)","OrderedDict([('lat', '-40.81345'), ('lon', '-62.99668'), ('name', 'Viedma'), ('admin1', 'Rio Negro'), ('admin2', ''), ('cc', 'AR')])",Viedma,Rio Negro,,Viedma,1,"Viedma, Rio Negro",2017-07-02 00:03:31.021,2017-07-01 21:03:31.021000-03:00,2017-07-01 21
,,,,Sun Jul 02 00:04:18 +0000 2017,,[],,[],[],[],,,,,,,,,,0,False,low,,,,881302473230692352,881302473230692352,,,,,,False,en,,"[[[-2.226804, 52.948941], [-2.226804, 53.089852], [-2.081221, 53.089852], [-2.081221, 52.948941]]]",Polygon,United Kingdom,GB,"Stoke-on-Trent, England",5c6453db6560163a,Stoke-on-Trent,city,https://api.twitter.com/1.1/geo/id/5c6453db6560163a.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ive done a photo wall, some work, a lil bit of sunbathing, yoga and work and now Im painting my nails. Productive or what",1498953858083,False,False,Tue Oct 20 18:34:56 +0000 2009,False,False,"student by day, pop punk princess by night, you may catch me in a coffee shop, at a gig or in the library doing my masters diss",9051,,616,,2314,True,83899335,83899335,False,en,6,Staffordshire/Manchester,Suzie,,000000,http://pbs.twimg.com/profile_background_images/488161026/x484f072d5079244bc14b9c183bc62a8.jpg,https://pbs.twimg.com/profile_background_images/488161026/x484f072d5079244bc14b9c183bc62a8.jpg,False,https://pbs.twimg.com/profile_banners/83899335/1497555884,http://pbs.twimg.com/profile_images/848647733321887745/aKfeLjtn_normal.jpg,https://pbs.twimg.com/profile_images/848647733321887745/aKfeLjtn_normal.jpg,B8C5C6,4A66C1,0E0E0E,4A66C1,True,False,amazingsuzie,20218,London,http://suziepog.wordpress.com,3600.0,False,"[-2.226804, 52.948941]","(52.948941, -2.226804)","OrderedDict([('lat', '53'), ('lon', '-2.23333'), ('name', 'Newcastle under Lyme'), ('admin1', 'England'), ('admin2', 'Staffordshire'), ('cc', 'GB')])",Newcastle under Lyme,England,Staffordshire,Stoke-on-Trent,1,"Stoke-on-Trent, England",2017-07-02 00:04:18.083,2017-07-02 01:04:18.083000+01:00,2017-07-02 01
,,,,Sun Jul 02 00:04:22 +0000 2017,"[33, 46]",[],,[],[],"[{'screen_name': '88rGd3qvhe0eKoi', 'name': 'けいたん', 'id': 828935855079165952, 'id_str': '828935855079165952', 'indices': [0, 16]}, {'screen_name': 'senbazuru_0117', 'name': '千羽鶴', 'id': 819549484350701569, 'id_str': '819549484350701569', 'indices': [17, 32]}]",,,,,,,,,,0,False,low,,,,881302490670546944,881302490670546944,88rGd3qvhe0eKoi,8.813019251147817e+17,881301925114781696,8.28935855079166e+17,828935855079165952,False,ja,,"[[[139.394316, 35.297103], [139.394316, 35.428977], [139.516992, 35.428977], [139.516992, 35.297103]]]",Polygon,日本,JP,神奈 藤沢市,61774861ea700565,藤沢市,city,https://api.twitter.com/1.1/geo/id/61774861ea700565.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@88rGd3qvhe0eKoi @senbazuru_0117 うん(///∇///)💕💕,1498953862241,False,False,Fri Nov 04 13:30:24 +0000 2016,True,False,"音楽と野球が大好きです。
今、一番応援しているアーティストは、2016.2.24デビューした林部智史さんです。プロ野球チームは読売ジャイアンツで、坂本勇人選手ファンです。
同じように応援していらっしゃる方、どうぞ宜しくお願いいたします。",26489,,176,,180,True,794532250184335361,794532250184335361,False,ja,0,,ゆみちゃん,,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/794532250184335361/1481453497,http://pbs.twimg.com/profile_images/862914055446462464/abbUkhoh_normal.jpg,https://pbs.twimg.com/profile_images/862914055446462464/abbUkhoh_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,kitamurabrothe1,3037,,,,False,"[139.394316, 35.297103]","(35.297103, 139.394316)","OrderedDict([('lat', '35.32611'), ('lon', '139.40389'), ('name', 'Chigasaki'), ('admin1', 'Kanagawa'), ('admin2', ''), ('cc', 'JP')])",Chigasaki,Kanagawa,,藤沢市,1,"藤沢市, Kanagawa",2017-07-02 00:04:22.241,2017-07-02 09:04:22.241000+09:00,2017-07-02 09
,,,,Sun Jul 02 00:04:59 +0000 2017,"[17, 47]",[],,[],[],"[{'screen_name': 'kaitlynbarrett_', 'name': 'kaitlyn barrett', 'id': 500132181, 'id_str': '500132181', 'indices': [0, 16]}]",,,,,,,,,,0,False,low,,,,881302647051091969,881302647051091969,kaitlynbarrett_,8.812878526503608e+17,881287852650360834,500132181.0,500132181,False,en,,"[[[-3.632016, 55.965918], [-3.632016, 55.986103], [-3.567171, 55.986103], [-3.567171, 55.965918]]]",Polygon,United Kingdom,GB,"Linlithgow, Scotland",18a306f4cd277869,Linlithgow,city,https://api.twitter.com/1.1/geo/id/18a306f4cd277869.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@kaitlynbarrett_ Kaitlyn thats no very nice xx,1498953899525,False,False,Mon Jan 16 20:03:57 +0000 2012,False,False,New phone who dis Instagram-rosiejanemcnab,7343,,853,,483,True,465844111,465844111,False,en,4,Scotland ,Rosié Mcnab🤙🏼,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,https://pbs.twimg.com/profile_banners/465844111/1498321164,http://pbs.twimg.com/profile_images/868431556603412481/LnsrQr6H_normal.jpg,https://pbs.twimg.com/profile_images/868431556603412481/LnsrQr6H_normal.jpg,E31CE3,FFFFFF,7AC3EE,3D1957,True,False,RoiseJane,19993,Casablanca,,0.0,False,"[-3.632016, 55.965918]","(55.965918, -3.632016)","OrderedDict([('lat', '55.97639'), ('lon', '-3.60364'), ('name', 'Linlithgow'), ('admin1', 'Scotland'), ('admin2', 'West Lothian'), ('cc', 'GB')])",Linlithgow,Scotland,West Lothian,Linlithgow,1,"Linlithgow, Scotland",2017-07-02 00:04:59.525,2017-07-02 01:04:59.525000+01:00,2017-07-02 01
,,,,Sun Jul 02 00:07:15 +0000 2017,"[0, 70]",[],,[],"[{'url': 'https://t.co/xoEGkBZkdk', 'expanded_url': 'https://twitter.com/Jhen_Juacalla/status/881302642495848449', 'display_url': 'twitter.com/Jhen_Juacalla/…', 'indices': [71, 94]}]","[{'screen_name': 'Jhen_Juacalla', 'name': 'jenelyn', 'id': 53901202, 'id_str': '53901202', 'indices': [19, 33]}]",,,,,,,,,,0,False,low,,,,881303218331852800,881303218331852800,,,,,,True,tl,,"[[[120.328179, 16.696679], [120.328179, 16.788063], [120.427608, 16.788063], [120.427608, 16.696679]]]",Polygon,Republic of the Philippines,PH,"Bacnotan, Ilocos Region",0140e9323a930145,Bacnotan,city,https://api.twitter.com/1.1/geo/id/0140e9323a930145.json,False,,,Sun Jul 02 00:04:58 +0000 2017,"[14, 49]",[],,[],[],"[{'screen_name': 'itsmejhane22', 'name': 'Sarah Cariaso', 'id': 606923863, 'id_str': '606923863', 'indices': [0, 13]}]",,,,,,,,,,0.0,False,low,,8.813026424958484e+17,881302642495848449,itsmejhane22,8.813022878716477e+17,881302287871647746,606923863.0,606923863,False,tl,,,,,,,,,,,,,,0.0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@itsmejhane22 cge2 dun nlmg tai sa upper box hehe,False,False,Sun Jul 05 12:35:07 +0000 2009,True,False,,356.0,,38.0,,136.0,False,53901202.0,53901202,False,en,0.0,,jenelyn,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/53901202/1442363958,http://pbs.twimg.com/profile_images/829456702734901248/8cjfk7WB_normal.jpg,https://pbs.twimg.com/profile_images/829456702734901248/8cjfk7WB_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,Jhen_Juacalla,312.0,Alaska,,-28800.0,False,8.813026424958484e+17,881302642495848449,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",My ticket nba cher @Jhen_Juacalla  dapat sabay2 pra magkakatabi tau..😊 https://t.co/xoEGkBZkdk,1498954035729,False,False,Wed Jun 13 05:33:52 +0000 2012,False,False,"I❤MAINEMENDOZA 
ALDENRICHARDS

DANIELPADILLA",9339,,279,,1038,True,606923863,606923863,False,en,0,"Philippines, La Union",Sarah Cariaso,,C1EBDB,http://pbs.twimg.com/profile_background_images/706349015/3a385ff207be3f1647947d0b0503fbca.jpeg,https://pbs.twimg.com/profile_background_images/706349015/3a385ff207be3f1647947d0b0503fbca.jpeg,True,https://pbs.twimg.com/profile_banners/606923863/1495012363,http://pbs.twimg.com/profile_images/867846583982968833/fhGN4aeC_normal.jpg,https://pbs.twimg.com/profile_images/867846583982968833/fhGN4aeC_normal.jpg,0098B3,FFFFFF,DDEEF6,333333,True,False,itsmejhane22,6404,Beijing,,28800.0,False,"[120.328179, 16.696679]","(16.696679, 120.328179)","OrderedDict([('lat', '16.66861'), ('lon', '120.34139'), ('name', 'San Juan'), ('admin1', 'Ilocos'), ('admin2', 'Province of La Union'), ('cc', 'PH')])",San Juan,Ilocos,Province of La Union,Bacnotan,1,"Bacnotan, Ilocos",2017-07-02 00:07:15.729,2017-07-02 08:07:15.729000+08:00,2017-07-02 08
,,"[101.79426935, 3.42419179]",Point,Sun Jul 02 00:07:27 +0000 2017,,"[{'text': 'teamrayagenting', 'indices': [31, 47]}, {'text': 'selamathariraya', 'indices': [48, 64]}, {'text': 'maafzahirdanbatin', 'indices': [65, 83]}]",,[],"[{'url': 'https://t.co/um0In8Hdlg', 'expanded_url': 'https://www.instagram.com/p/BWBgLZQjGaR/', 'display_url': 'instagram.com/p/BWBgLZQjGaR/', 'indices': [85, 108]}]",[],,,,,,,,,,0,False,low,,"[3.42419179, 101.79426935]",Point,881303269640941568,881303269640941568,,,,,,False,in,,"[[[101.759316, 3.261252], [101.759316, 3.696233], [101.977531, 3.696233], [101.977531, 3.261252]]]",Polygon,Malaysia,MY,"Bentung, Pahang",3bdf3091014261cf,Bentung,city,https://api.twitter.com/1.1/geo/id/3bdf3091014261cf.json,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Beraya rumah uncle lim pagi ni #teamrayagenting #selamathariraya #maafzahirdanbatin… https://t.co/um0In8Hdlg,1498954047962,False,False,Sun Sep 27 05:59:03 +0000 2009,False,False,two six | ynwa,737,,157,,267,True,77673581,77673581,False,en,3,"Kuala Lumpur, Malaysia",nooh,,FFF3CF,http://pbs.twimg.com/profile_background_images/406426182/paper-plane-dl.jpg,https://pbs.twimg.com/profile_background_images/406426182/paper-plane-dl.jpg,True,https://pbs.twimg.com/profile_banners/77673581/1439801844,http://pbs.twimg.com/profile_images/722883747092176896/LUgIHCP2_normal.jpg,https://pbs.twimg.com/profile_images/722883747092176896/LUgIHCP2_normal.jpg,FF631B,992C61,A1ECFF,FF1F2A,True,False,miorhasyim,4314,Alaska,,-28800.0,False,"[101.759316, 3.261252]","(3.261252, 101.759316)","OrderedDict([('lat', '3.34944'), ('lon', '101.82631'), ('name', 'Kampung Bukit Tinggi, Bentong'), ('admin1', 'Pahang'), ('admin2', ''), ('cc', 'MY')])","Kampung Bukit Tinggi, Bentong",Pahang,,Bentung,1,"Bentung, Pahang",2017-07-02 00:07:27.962,2017-07-02 08:07:27.962000+08:00,2017-07-02 08
,,,,Sun Jul 02 00:08:17 +0000 2017,"[0, 15]",[],,[],"[{'url': 'https://t.co/mmZR0LjdUJ', 'expanded_url': 'https://twitter.com/vanridd/status/881299470771728384', 'display_url': 'twitter.com/vanridd/status…', 'indices': [16, 39]}]",[],,,,,,,,,,0,False,low,,,,881303477162586114,881303477162586114,,,,,,True,en,,"[[[-6.546814, 53.178753], [-6.546814, 53.368252], [-6.252228, 53.368252], [-6.252228, 53.178753]]]",Polygon,Ireland,IE,"South Dublin, Ireland",e59069aafae0aa25,South Dublin,city,https://api.twitter.com/1.1/geo/id/e59069aafae0aa25.json,False,,,Sat Jul 01 23:52:22 +0000 2017,"[0, 24]",[],"[{'id': 881299459010838528, 'id_str': '881299459010838528', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/DDsBMEsVwAAOAVG.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/DDsBMEsVwAAOAVG.jpg', 'url': 'https://t.co/IvpiC2tVPn', 'display_url': 'pic.twitter.com/IvpiC2tVPn', 'expanded_url': 'https://twitter.com/VanRidd/status/881299470771728384/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 384, 'h': 380, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 384, 'h': 380, 'resize': 'fit'}, 'small': {'w': 340, 'h': 336, 'resize': 'fit'}}}]",[],[],[],"[{'id': 881299459010838528, 'id_str': '881299459010838528', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/DDsBMEsVwAAOAVG.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/DDsBMEsVwAAOAVG.jpg', 'url': 'https://t.co/IvpiC2tVPn', 'display_url': 'pic.twitter.com/IvpiC2tVPn', 'expanded_url': 'https://twitter.com/VanRidd/status/881299470771728384/photo/1', 'type': 'animated_gif', 'sizes': {'large': {'w': 384, 'h': 380, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 384, 'h': 380, 'resize': 'fit'}, 'small': {'w': 340, 'h': 336, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [96, 95], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/DDsBMEsVwAAOAVG.mp4'}]}}]",,,,,,,,,10.0,False,low,,8.812994707717284e+17,881299470771728384,,,,,,False,en,,,,,,,,,,,False,,,11.0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If The Warriors Get Rudy https://t.co/IvpiC2tVPn,False,False,Mon Jun 15 17:58:16 +0000 2009,False,False,,4024.0,,1395.0,,812.0,False,47397049.0,47397049,False,en,66.0,NYC.,Lil Wifi/Big Worm,,000303,http://pbs.twimg.com/profile_background_images/672684244/c1ffbeddda7ef5962c9dabd1dfb728b5.jpeg,https://pbs.twimg.com/profile_background_images/672684244/c1ffbeddda7ef5962c9dabd1dfb728b5.jpeg,True,https://pbs.twimg.com/profile_banners/47397049/1486760598,http://pbs.twimg.com/profile_images/880874705397452800/DIFbFdsy_normal.jpg,https://pbs.twimg.com/profile_images/880874705397452800/DIFbFdsy_normal.jpg,C2041D,FFFFFF,000000,6E6E68,True,False,VanRidd,164799.0,Quito,https://itun.es/us/J0rtcb.c,-18000.0,False,8.812994707717284e+17,881299470771728384,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Boycott the nba https://t.co/mmZR0LjdUJ,1498954097439,False,False,Mon Jun 06 21:17:47 +0000 2016,False,False,"•Devilish mode; sort of like a sophisticated gangster, part time shinigami",4285,,420,,398,True,739929301701799937,739929301701799937,False,en,0,Bombae,heyitsjoel,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/739929301701799937/1486420706,http://pbs.twimg.com/profile_images/875762050538057730/tlmd9FBX_normal.jpg,https://pbs.twimg.com/profile_images/875762050538057730/tlmd9FBX_normal.jpg,981CEB,000000,000000,000000,False,False,Joel_snow10,1021,,,,False,"[-6.546814, 53.178753]","(53.178753, -6.546814)","OrderedDict([('lat', '53.17'), ('lon', '-6.5325'), ('name', 'Blessington'), ('admin1', 'Leinster'), ('admin2', 'Wicklow'), ('cc', 'IE')])",Blessington,Leinster,Wicklow,South Dublin,1,"South Dublin, Leinster",2017-07-02 00:08:17.439,2017-07-02 01:08:17.439000+01:00,2017-07-02 01
